stat	ploidy	miss_pct	estimator	mean	n_windows	q025	q975	sd_value	n_reps	theoretical	se_mean	ci_lo	ci_hi
pi	6	0.75	new_multi	0.03594990366503883	20000	0.030875594813796876	0.04116549674380652	0.002613396850926081	20000	0.0359721300184811	1.8479506352214007e-5	0.035913683832588486	0.03598612349748917
pi	8	0	new	0.03283192082961758	100000	0.0285742369259473	0.0371625083757701	0.002200077101381091	100000	0.0359721300184811	6.957254668345426e-6	0.03281828461046762	0.032845557048767536
pi	8	0	new_multi	0.03596809354462025	100000	0.031225340981012824	0.04081880933544262	0.0024482363097924546	100000	0.0359721300184811	7.74200298926975e-6	0.03595291921876128	0.03598326787047922
pi	8	0.1	new	0.03280182512163803	20000	0.028496217034546224	0.037200722618258124	0.00221991517459266	20000	0.0359721300184811	1.5697170736133885e-5	0.03277105866699521	0.03283259157628086
pi	8	0.1	new_multi	0.03593359783139624	20000	0.0311467418827846	0.040813572857353694	0.002466378055717416	20000	0.0359721300184811	1.7439926481674772e-5	0.03589941557549216	0.035967780087300324
pi	8	0.25	new	0.03286902150224718	20000	0.028522236253436598	0.03731950263397582	0.0022422499657070993	20000	0.0359721300184811	1.5855101558667935e-5	0.03283794550319219	0.03290009750130217
pi	8	0.25	new_multi	0.035934949747703705	20000	0.031113465040033327	0.040881445357110496	0.0024862491160275333	20000	0.0359721300184811	1.7580436096621282e-5	0.03590049209295433	0.03596940740245308
pi	8	0.5	new	0.032942441156492815	20000	0.0285212442854528	0.03749215575782112	0.002294476794324428	20000	0.0359721300184811	1.6224401005419743e-5	0.03291064133052219	0.03297424098246344
pi	8	0.5	new_multi	0.03593384286411294	20000	0.031021858221543398	0.04092093640636704	0.0025331969221927485	20000	0.0359721300184811	1.7912407217633834e-5	0.03589873454596638	0.035968951182259505
pi	8	0.75	new	0.03312083622952522	20000	0.028567675340144726	0.037810550796213226	0.0023576491551642455	20000	0.0359721300184811	1.6671097052753726e-5	0.033088160879301824	0.033153511579748614
pi	8	0.75	new_multi	0.035932781930228086	20000	0.03092306429252365	0.04104792180606164	0.002585771874422563	20000	0.0359721300184811	1.828416827005644e-5	0.03589694496041877	0.0359686189000374
