stat	ploidy	miss_pct	estimator	mean	n_windows	q025	q975	sd_value	n_reps	theoretical	se_mean	ci_lo	ci_hi
pi	4	0.25	new_multi	0.035965805154568924	20000	0.031099202676517147	0.04097926955729047	0.002517602078428292	20000	0.0359721300184811	1.7802135019859913e-5	0.03593091296993	0.03600069733920785
pi	4	0.5	new	0.03347175237177971	20000	0.028959883175098323	0.03814431508730749	0.0023386197689631875	20000	0.0359721300184811	1.653653897250787e-5	0.03343934075539359	0.03350416398816583
pi	4	0.5	new_multi	0.03596750223279386	20000	0.031026668636203878	0.04103704875922126	0.0025613268632621194	20000	0.0359721300184811	1.8111315938479134e-5	0.03593200405355444	0.036003000412033276
pi	4	0.75	new	0.03365931406850493	20000	0.02896690239772885	0.03845249681790974	0.002417146705833315	20000	0.0359721300184811	1.7091808268174622e-5	0.033625814124299304	0.03369281401271055
pi	4	0.75	new_multi	0.0359682805388736	20000	0.03083995695650835	0.041166476430966645	0.002623150503590729	20000	0.0359721300184811	1.8548475091619114e-5	0.035931925527694024	0.03600463555005317
pi	6	0	new	0.0330315701270276	100000	0.0286984163325494	0.037453031692710755	0.0022273715352327614	100000	0.0359721300184811	7.043567246761507e-6	0.03301776473522395	0.03304537551883125
pi	6	0	new_multi	0.03596597963220339	100000	0.031163944915254347	0.0408509180790958	0.002468493884290916	100000	0.0359721300184811	7.806063064555432e-6	0.03595067974859686	0.03598127951580992
pi	6	0.1	new	0.03301764930971581	20000	0.028660526881020897	0.037462545968059625	0.0022392882952661777	20000	0.0359721300184811	1.583415938614378e-5	0.03298661435731897	0.03304868426211265
pi	6	0.1	new_multi	0.03594769804121159	20000	0.031087963678193872	0.040909796156043544	0.0024777361536554073	20000	0.0359721300184811	1.752024036240812e-5	0.03591335837010127	0.03598203771232191
pi	6	0.25	new	0.033085898421715505	20000	0.028665165332395322	0.03759330801183724	0.002268615692380027	20000	0.0359721300184811	1.6041535399881315e-5	0.033054457012331735	0.033117339831099275
pi	6	0.25	new_multi	0.0359493601129383	20000	0.03109757777654065	0.04097470904602529	0.0025025640011641366	20000	0.0359721300184811	1.7695799755765e-5	0.035914676345417	0.035984043880459594
pi	6	0.5	new	0.03316587935202894	20000	0.028658749620385324	0.037813131443562596	0.0023214440366396624	20000	0.0359721300184811	1.6415088204529775e-5	0.033133705779148065	0.03319805292490982
pi	6	0.5	new_multi	0.03595263197079568	20000	0.03100283931542785	0.0410413856787786	0.0025474172140419766	20000	0.0359721300184811	1.8012959865604243e-5	0.0359173265694591	0.03598793737213226
pi	6	0.75	new	0.033342827362661316	20000	0.028683993239652174	0.038157904704182594	0.0023956724665540148	20000	0.0359721300184811	1.6939962466022464e-5	0.03330962503622791	0.03337602968909472
